Version,Date,URL,MD5
3.9.0,20201005,https://www.python.org/ftp/python/3.9.0/Python-3.9.0.tar.xz,6ebfe157f6e88d9eabfbaf3fa92129f6
3.8.0,20191014,https://www.python.org/ftp/python/3.8.0/Python-3.8.0.tar.xz,dbac8df9d8b9edc678d0f4cacdb7dbb0
3.7.0,20180627,https://www.python.org/ftp/python/3.7.0/Python-3.7.0.tar.xz,eb8c2a6b1447d50813c02714af4681f3
3.6.0,20161223,https://www.python.org/ftp/python/3.6.0/Python-3.6.0.tar.xz,82b143ebbf4514d7e05876bed7a6b1f5
3.5.0,20150913,https://www.python.org/ftp/python/3.5.0/Python-3.5.0.tar.xz,d149d2812f10cbe04c042232e7964171
3.4.0,20140317,https://www.python.org/ftp/python/3.4.0/Python-3.4.0.tar.xz,77c22725e14af3d71022cbfdebff4903
3.3.0,20120929,https://www.python.org/ftp/python/3.3.0/Python-3.3.0.tar.xz,2e7533b4009ac4adae62a7797a442e7a
3.2.0,20110220,https://www.python.org/ftp/python/3.2/Python-3.2.tar.xz,563c0b4b8c8596e332cc076c4f013971
2.7.0,20100703,https://www.python.org/ftp/python/2.7/Python-2.7.tar.bz2,0e8c9ec32abf5b732bea7d91b38c3339
